0	0	0
0	1	1
0	2	0
0	3	1
0	4	0
0	5	1
0	6	0
0	7	1
0	8	0
0	9	0
0	10	1
0	11	0
0	12	1
0	13	0
0	14	1
0	15	0
0	16	0
0	17	1
0	18	0
0	19	1
0	20	0
0	21	1
0	22	0
0	23	0
0	24	1
0	25	0
0	26	1
0	27	0
0	28	1
0	29	1
0	30	0
0	31	1
0	32	0
0	33	1
0	34	0
0	35	1
0	36	0
0	37	0
0	38	0
0	39	1
0	40	0
0	41	1
0	42	0
0	43	1
0	44	0
0	45	1
0	46	0
0	47	1
0	48	0
0	49	0
0	50	1
0	51	0
0	52	1
0	53	0
0	54	0
0	55	1
0	56	0
0	57	1
0	58	0
0	59	1
0	60	0
0	61	1
0	62	0
0	63	1

1	0	1
1	1	0
1	2	1
1	3	0
1	4	1
1	5	0
1	6	0
1	7	0
1	8	0
1	9	1
1	10	0
1	11	1
1	12	0
1	13	1
1	14	0
1	15	1
1	16	1
1	17	0
1	18	1
1	19	0
1	20	1
1	21	0
1	22	0
1	23	1
1	24	0
1	25	1
1	26	0
1	27	1
1	28	0
1	29	1
1	30	0
1	31	1
1	32	0
1	33	0
1	34	1
1	35	0
1	36	1
1	37	0
1	38	1
1	39	0
1	40	1
1	41	0
1	42	1
1	43	0
1	44	1
1	45	0
1	46	0
1	47	0
1	48	1
1	49	1
1	50	0
1	51	1
1	52	0
1	53	0
1	54	1
1	55	0
1	56	1
1	57	0
1	58	1
1	59	0
1	60	1
1	61	0
1	62	1
1	63	0

2	0	0
2	1	1
2	2	0
2	3	1
2	4	0
2	5	0
2	6	1
2	7	0
2	8	1
2	9	0
2	10	1
2	11	0
2	12	1
2	13	0
2	14	1
2	15	0
2	16	0
2	17	1
2	18	0
2	19	1
2	20	0
2	21	0
2	22	1
2	23	0
2	24	0
2	25	0
2	26	1
2	27	0
2	28	1
2	29	0
2	30	1
2	31	0
2	32	1
2	33	0
2	34	1
2	35	0
2	36	0
2	37	1
2	38	0
2	39	1
2	40	0
2	41	1
2	42	0
2	43	1
2	44	0
2	45	1
2	46	1
2	47	1
2	48	0
2	49	0
2	50	1
2	51	0
2	52	0
2	53	1
2	54	0
2	55	1
2	56	1
2	57	1
